,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
4818,1,64,80.3,5017.7,Male,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),No
4819,0,53,19.75,1052.35,Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),Yes
4820,0,58,84.3,4916.4,Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
4821,0,56,54.05,2959.8,Male,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
4822,0,72,104.9,7559.55,Male,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
4823,0,1,53.95,53.95,Male,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
4824,1,72,97.25,7133.1,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No
4825,0,22,83.05,1799.3,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,No
4826,1,8,105.5,829.55,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4827,0,16,81.0,1312.15,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4828,0,39,41.1,1597.05,Female,No,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
4829,0,12,45.0,524.35,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
4830,0,54,74.55,4191.45,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4831,0,18,40.2,711.95,Female,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,No
4832,0,32,70.5,2201.75,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,No
4833,0,41,19.75,806.95,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No
4834,0,67,24.65,1620.45,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
4835,0,65,104.25,6812.95,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
4836,0,25,78.35,1837.9,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
4837,0,1,69.8,69.8,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4838,0,67,109.7,7344.45,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
4839,1,7,73.75,545.15,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
4840,1,43,33.45,1500.25,Female,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
4841,0,24,94.6,2283.15,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
4842,1,9,54.55,494.05,Male,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
4843,0,69,20.2,1376.5,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
4844,0,37,20.3,755.4,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No
4845,0,20,39.4,825.4,Male,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No
4846,0,7,69.15,488.65,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No
4847,1,37,76.25,2841.55,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4848,0,5,93.9,486.85,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
4849,0,41,51.35,2075.1,Male,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
4850,0,54,100.05,5299.65,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No
4851,1,3,70.4,204.7,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4852,1,69,20.3,1356.3,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
4853,0,53,94.45,5042.75,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No
4854,0,18,46.4,812.4,Male,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),No
4855,0,64,104.05,6605.55,Male,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
4856,0,31,91.15,2995.45,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
4857,0,20,24.9,505.95,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No
4858,0,57,59.6,3509.4,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,No
4859,1,63,108.5,6991.9,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),No
4860,0,13,40.55,590.35,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,No
4861,1,48,58.95,2789.7,Female,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),No
4862,0,2,70.95,137.95,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4863,0,57,20.75,1123.15,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
4864,0,71,113.15,7953.25,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
4865,0,7,48.8,349.8,Female,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
4866,0,16,63.05,1067.05,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
4867,0,34,100.85,3527.3,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No
4868,0,37,99.5,3762.0,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4869,0,16,80.55,1248.9,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No
4870,0,48,64.4,3035.35,Male,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),No
4871,0,58,75.2,4300.8,Male,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
4872,0,72,84.9,6065.3,Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4873,0,7,19.3,144.95,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
4874,0,38,83.9,3233.6,Female,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
4875,1,48,117.45,5438.9,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
4876,0,10,104.4,1081.45,Male,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4877,0,30,74.65,2308.6,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),No
4878,0,31,59.05,1882.8,Male,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
4879,1,46,69.1,3255.35,Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No
4880,0,50,20.55,1067.65,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
4881,0,28,76.55,2065.4,Male,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
4882,0,66,62.5,4136.4,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4883,1,8,29.4,221.9,Male,No,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
4884,0,41,94.9,3848.0,Female,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
4885,1,72,111.65,8022.85,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4886,0,7,19.9,173.15,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
4887,0,38,20.45,781.25,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
4888,0,44,106.05,4510.8,Male,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
4889,0,47,113.45,5317.8,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
4890,0,53,92.55,4779.45,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
4891,0,4,65.6,250.1,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,No
4892,1,20,84.35,1745.2,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
4893,0,2,44.65,74.9,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
4894,1,57,71.1,4140.1,Male,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No
4895,1,44,85.15,3670.5,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,No
4896,0,24,49.7,1167.8,Male,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No
4897,0,15,30.2,469.65,Male,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
4898,0,3,25.25,58.9,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
4899,0,4,84.05,333.55,Female,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
4900,1,37,85.7,3171.15,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4901,0,1,74.7,74.7,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4902,0,24,56.35,1381.2,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),No
4903,0,5,90.8,455.5,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4904,0,33,107.55,3645.5,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No
4905,0,58,19.85,1158.85,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No
4906,0,72,95.9,6954.15,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),No
4907,0,71,23.85,1672.1,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
4908,1,28,106.15,3152.5,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4909,0,51,83.85,4307.1,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
4910,0,30,85.35,2530.4,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),Yes
4911,1,72,84.8,6141.65,Male,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),No
4912,1,36,90.85,3186.7,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4913,0,14,76.1,1054.8,Male,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),No
4914,0,72,74.55,5430.65,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,No
4915,0,22,39.2,849.9,Female,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,No
4916,0,2,79.55,151.75,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No
4917,0,15,19.6,299.4,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
4918,0,51,19.55,1086.75,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
4919,0,70,39.15,2692.75,Male,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No
4920,0,71,20.1,1389.6,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
4921,0,39,99.95,3767.4,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
4922,0,61,59.8,3641.5,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,No
4923,0,52,49.75,2535.55,Female,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
4924,0,1,35.75,35.75,Female,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4925,0,64,108.5,6880.85,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No
4926,0,62,60.15,3753.2,Male,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No
4927,0,30,19.05,637.55,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
4928,1,4,46.0,181.6,Female,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
4929,1,63,84.0,5329.55,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
4930,0,1,44.55,44.55,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
4931,0,15,103.45,1539.8,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
4932,0,27,80.65,2209.75,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),No
4933,0,4,57.2,223.75,Female,No,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
4934,0,72,110.75,7751.7,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
4935,1,45,24.7,1174.35,Male,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
4936,1,45,97.05,4385.05,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
4937,0,36,76.35,2606.35,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,No
4938,0,17,89.4,1539.45,Male,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4939,0,1,18.9,18.9,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
4940,1,16,74.45,1261.35,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
4941,0,3,19.8,58.15,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
4942,0,4,50.9,225.6,Male,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4943,0,71,84.4,5969.3,Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
4944,0,10,24.4,253.9,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
4945,0,20,20.05,400.0,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
4946,0,4,81.0,340.85,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4947,0,26,98.35,2515.3,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4948,0,4,55.5,227.35,Female,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),No
4949,0,5,51.0,305.95,Male,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
4950,0,4,91.65,365.4,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4951,1,29,84.3,2357.75,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
4952,0,2,100.2,198.5,Male,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
4953,0,29,19.4,554.25,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
4954,0,1,90.85,90.85,Male,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4955,0,1,69.4,69.4,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
4956,1,8,94.45,742.95,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
4957,0,13,20.4,251.65,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No
4958,0,59,94.75,5597.65,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
4959,0,1,20.15,20.15,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),Yes
4960,1,50,95.7,4816.7,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4961,0,18,44.35,768.05,Male,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
4962,0,17,74.55,1215.8,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,No
4963,0,47,73.6,3522.65,Male,Yes,No,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,No
4964,0,26,74.95,1834.95,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
4965,0,6,47.95,305.1,Female,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4966,0,19,50.1,910.45,Male,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No
4967,0,3,63.6,155.65,Female,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes
4968,1,68,53.0,3656.25,Female,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
4969,0,2,19.85,52.0,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No
4970,0,7,24.35,150.85,Male,No,No,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),No
4971,0,18,19.55,389.25,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
4972,0,71,25.05,1873.7,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
4973,1,13,93.8,1261.0,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),No
4974,0,3,36.85,108.7,Male,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
4975,0,72,103.75,7346.2,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4976,0,66,56.75,3708.4,Male,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No
4977,0,24,20.8,469.65,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No
4978,0,1,44.1,44.1,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4979,0,56,24.45,1385.85,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No
4980,1,22,25.6,548.8,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No
4981,0,14,50.75,712.75,Male,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4982,1,61,104.4,6405.0,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),Yes
4983,1,40,39.3,1637.4,Female,Yes,No,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
4984,0,42,59.65,2536.55,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No
4985,0,72,83.3,6042.7,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4986,0,12,79.55,958.25,Female,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
4987,0,71,24.45,1730.65,Male,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
4988,0,26,19.2,459.6,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
4989,0,7,29.8,201.95,Female,No,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No
4990,0,6,45.5,285.2,Female,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
4991,0,58,106.45,6145.85,Female,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes
4992,0,51,30.05,1529.45,Male,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
4993,0,72,65.65,4664.5,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
4994,0,18,96.05,1740.7,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4995,0,7,75.1,552.95,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
4996,0,47,74.05,3496.3,Female,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,No
4997,1,2,44.7,93.7,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4998,1,62,110.75,7053.35,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
4999,0,16,19.7,301.55,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
5000,0,6,49.5,312.7,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
5001,0,19,55.0,1046.5,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes
5002,0,69,43.95,2960.1,Female,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),No
